match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,Match_Id,batting_avg,batting_sr,runs % by boundary,avg_balls_faced,majorityPosition,total_bat_innings,total_runs
India Vs South Africa,India,1,Rohit Sharma,9,5,2,0,180.0,out,T20I # 2729,36.71,156.71,72.37,20.0,1,8,257
India Vs South Africa,India,2,Virat Kohli,76,59,6,2,128.81,out,T20I # 2729,18.88,112.69,49.01,17.0,2,8,151
India Vs South Africa,India,3,Rishabh Pant,0,2,0,0,0.0,out,T20I # 2729,24.43,127.61,65.5,17.0,3,8,171
India Vs South Africa,India,4,Suryakumar Yadav,3,4,0,0,75.0,out,T20I # 2729,28.43,135.37,60.3,18.0,4,8,199
India Vs South Africa,India,5,Axar Patel,47,31,1,4,151.61,out,T20I # 2729,23.0,139.39,60.87,13.0,8,5,92
India Vs South Africa,India,6,Shivam Dube,27,16,3,1,168.75,out,T20I # 2729,22.17,114.66,49.62,14.0,5,8,133
India Vs South Africa,India,7,Hardik Pandya,5,2,1,0,250.0,not out,T20I # 2729,48.0,151.58,68.06,16.0,6,6,144
India Vs South Africa,India,8,Ravindra Jadeja,2,2,0,0,100.0,out,T20I # 2729,11.67,159.09,51.43,4.0,8,5,35
India Vs South Africa,South Africa,1,Reeza Hendricks,4,5,1,0,80.0,out,T20I # 2729,14.12,87.6,54.87,14.0,2,9,113
India Vs South Africa,South Africa,2,Quinton de Kock,39,31,4,1,125.8,out,T20I # 2729,27.0,140.46,66.67,19.0,1,9,243
India Vs South Africa,South Africa,3,Aiden Markram,4,5,1,0,80.0,out,T20I # 2729,15.38,100.82,55.28,14.0,3,9,123
India Vs South Africa,South Africa,4,Tristan Stubbs,31,21,3,1,147.61,out,T20I # 2729,33.0,101.23,42.42,20.0,4,8,165
India Vs South Africa,South Africa,5,Heinrich Klaasen,52,27,2,5,192.59,out,T20I # 2729,31.67,126.67,60.0,19.0,5,8,190
India Vs South Africa,South Africa,6,David Miller,21,17,1,1,123.52,out,T20I # 2729,28.17,102.42,52.07,21.0,6,8,169
India Vs South Africa,South Africa,7,Marco Jansen,2,4,0,0,50.0,out,T20I # 2729,8.0,96.97,31.25,6.0,7,6,32
India Vs South Africa,South Africa,8,Keshav Maharaj,2,7,0,0,28.57,not out,T20I # 2729,13.0,54.17,30.77,5.0,8,5,13
India Vs South Africa,South Africa,9,Kagiso Rabada,4,3,1,0,133.33,out,T20I # 2729,4.5,128.57,88.89,2.0,9,3,9
India Vs South Africa,South Africa,10,Anrich Nortje,1,1,0,0,100.0,not out,T20I # 2729,1.0,100.0,0.0,1.0,10,1,1
India Vs England,India,1,Rohit Sharma,57,39,6,2,146.15,out,T20I # 2724,36.71,156.71,72.37,20.0,1,8,257
India Vs England,India,2,Virat Kohli,9,9,0,1,100.0,out,T20I # 2724,18.88,112.69,49.01,17.0,2,8,151
India Vs England,India,3,Rishabh Pant,4,6,0,0,66.66,out,T20I # 2724,24.43,127.61,65.5,17.0,3,8,171
India Vs England,India,4,Suryakumar Yadav,47,36,4,2,130.55,out,T20I # 2724,28.43,135.37,60.3,18.0,4,8,199
India Vs England,India,5,Hardik Pandya,23,13,1,2,176.92,out,T20I # 2724,48.0,151.58,68.06,16.0,6,6,144
India Vs England,India,6,Ravindra Jadeja,17,9,2,0,188.88,not out,T20I # 2724,11.67,159.09,51.43,4.0,8,5,35
India Vs England,India,7,Shivam Dube,0,1,0,0,0.0,out,T20I # 2724,22.17,114.66,49.62,14.0,5,8,133
India Vs England,India,8,Axar Patel,10,6,0,1,166.66,out,T20I # 2724,23.0,139.39,60.87,13.0,8,5,92
India Vs England,India,9,Arshdeep Singh,1,1,0,0,100.0,not out,T20I # 2724,12.0,75.0,33.33,5.0,9,3,12
India Vs England,England,1,Phil Salt,5,8,0,0,62.5,out,T20I # 2724,37.6,159.32,65.96,17.0,1,7,188
India Vs England,England,2,Jos Buttler,23,15,4,0,153.33,out,T20I # 2724,42.8,158.52,69.16,19.0,2,7,214
India Vs England,England,3,Moeen Ali,8,10,0,0,80.0,out,T20I # 2724,14.2,139.22,53.52,10.0,3,5,71
India Vs England,England,4,Jonny Bairstow,0,3,0,0,0.0,out,T20I # 2724,27.5,134.15,61.82,14.0,4,6,110
India Vs England,England,5,Harry Brook,25,19,3,0,131.57,out,T20I # 2724,72.5,157.61,52.41,23.0,5,4,145
India Vs England,England,6,Sam Curran,2,4,0,0,50.0,out,T20I # 2724,12.0,109.09,33.33,6.0,7,2,12
India Vs England,England,7,Liam Livingstone,11,16,0,0,68.75,out,T20I # 2724,18.0,146.94,58.33,12.0,6,4,72
India Vs England,England,8,Chris Jordan,1,5,0,0,20.0,out,T20I # 2724,2.0,25.0,0.0,4.0,8,2,2
India Vs England,England,9,Jofra Archer,21,15,1,2,140.0,out,T20I # 2724,22.0,129.41,72.73,8.0,8,2,22
India Vs England,England,10,Adil Rashid,2,2,0,0,100.0,out,T20I # 2724,2.0,100.0,0.0,2.0,10,1,2
India Vs England,England,11,Reece Topley,3,3,0,0,100.0,not out,T20I # 2724,3.0,100.0,0.0,3.0,11,1,3
Afghanistan Vs South Africa,Afghanistan,1,Rahmanullah Gurbaz,0,3,0,0,0.0,out,T20I # 2723,35.12,124.34,59.79,28.0,1,8,281
Afghanistan Vs South Africa,Afghanistan,2,Ibrahim Zadran,2,5,0,0,40.0,out,T20I # 2723,28.88,107.44,53.68,27.0,2,8,231
Afghanistan Vs South Africa,Afghanistan,3,Gulbadin Naib,9,8,2,0,112.5,out,T20I # 2723,12.86,104.65,60.0,11.0,3,8,90
Afghanistan Vs South Africa,Afghanistan,4,Azmatullah Omarzai,10,12,2,0,83.33,out,T20I # 2723,13.88,108.82,46.85,13.0,4,8,111
Afghanistan Vs South Africa,Afghanistan,5,Mohammad Nabi,0,3,0,0,0.0,out,T20I # 2723,11.2,80.0,32.14,9.0,5,8,56
Afghanistan Vs South Africa,Afghanistan,6,Nangeyalia Kharote,2,7,0,0,28.57,out,T20I # 2723,3.0,37.5,0.0,4.0,8,2,3
Afghanistan Vs South Africa,Afghanistan,7,Karim Janat,8,13,1,0,61.53,out,T20I # 2723,14.33,113.16,46.51,8.0,6,5,43
Afghanistan Vs South Africa,Afghanistan,8,Rashid Khan,8,8,2,0,100.0,out,T20I # 2723,11.4,123.91,77.19,7.0,8,7,57
Afghanistan Vs South Africa,Afghanistan,9,Noor Ahmad,0,2,0,0,0.0,out,T20I # 2723,4.67,58.33,71.43,8.0,9,3,14
Afghanistan Vs South Africa,Afghanistan,10,Naveen-ul-Haq,2,8,0,0,25.0,out,T20I # 2723,2.0,40.0,66.67,5.0,10,3,6
Afghanistan Vs South Africa,Afghanistan,11,Fazalhaq Farooqi,2,2,0,0,100.0,not out,T20I # 2723,6.0,120.0,66.67,2.0,11,3,6
Afghanistan Vs South Africa,South Africa,1,Quinton de Kock,5,8,1,0,62.5,out,T20I # 2723,27.0,140.46,66.67,19.0,1,9,243
Afghanistan Vs South Africa,South Africa,2,Reeza Hendricks,29,25,3,1,116.0,not out,T20I # 2723,14.12,87.6,54.87,14.0,2,9,113
Afghanistan Vs South Africa,South Africa,3,Aiden Markram,23,21,4,0,109.52,not out,T20I # 2723,15.38,100.82,55.28,14.0,3,9,123
Afghanistan Vs Bangladesh,Afghanistan,1,Rahmanullah Gurbaz,43,55,3,1,78.18,out,T20I # 2722,35.12,124.34,59.79,28.0,1,8,281
Afghanistan Vs Bangladesh,Afghanistan,2,Ibrahim Zadran,18,29,1,0,62.06,out,T20I # 2722,28.88,107.44,53.68,27.0,2,8,231
Afghanistan Vs Bangladesh,Afghanistan,3,Azmatullah Omarzai,10,12,0,0,83.33,out,T20I # 2722,13.88,108.82,46.85,13.0,4,8,111
Afghanistan Vs Bangladesh,Afghanistan,4,Gulbadin Naib,4,3,1,0,133.33,out,T20I # 2722,12.86,104.65,60.0,11.0,3,8,90
Afghanistan Vs Bangladesh,Afghanistan,5,Mohammad Nabi,1,5,0,0,20.0,out,T20I # 2722,11.2,80.0,32.14,9.0,5,8,56
Afghanistan Vs Bangladesh,Afghanistan,6,Karim Janat,7,6,1,0,116.66,not out,T20I # 2722,14.33,113.16,46.51,8.0,6,5,43
Afghanistan Vs Bangladesh,Afghanistan,7,Rashid Khan,19,10,0,3,190.0,not out,T20I # 2722,11.4,123.91,77.19,7.0,8,7,57
Afghanistan Vs Bangladesh,Bangladesh,1,Litton Das,54,49,5,1,110.2,not out,T20I # 2722,23.17,93.29,47.48,21.0,3,7,139
Afghanistan Vs Bangladesh,Bangladesh,2,Tanzid Hasan,0,3,0,0,0.0,out,T20I # 2722,10.86,96.2,65.79,11.0,1,7,76
Afghanistan Vs Bangladesh,Bangladesh,3,Najmul Hossain Shanto,5,5,1,0,100.0,out,T20I # 2722,16.0,95.73,51.79,17.0,3,7,112
Afghanistan Vs Bangladesh,Bangladesh,4,Shakib Al Hasan,0,1,0,0,0.0,out,T20I # 2722,18.5,106.73,48.65,15.0,4,7,111
Afghanistan Vs Bangladesh,Bangladesh,5,Soumya Sarkar,10,10,1,0,100.0,out,T20I # 2722,5.0,83.33,40.0,6.0,2,2,10
Afghanistan Vs Bangladesh,Bangladesh,6,Towhid Hridoy,14,9,2,0,155.55,out,T20I # 2722,21.86,128.57,54.9,17.0,5,7,153
Afghanistan Vs Bangladesh,Bangladesh,7,Mahmudullah,6,9,1,0,66.66,out,T20I # 2722,15.83,94.06,52.63,14.0,6,7,95
Afghanistan Vs Bangladesh,Bangladesh,8,Rishad Hossain,0,1,0,0,0.0,out,T20I # 2722,8.0,153.85,80.0,4.0,8,6,40
Afghanistan Vs Bangladesh,Bangladesh,9,Tanzim Hasan Sakib,3,10,0,0,30.0,out,T20I # 2722,6.0,52.17,0.0,5.0,10,5,12
Afghanistan Vs Bangladesh,Bangladesh,10,Taskin Ahmed,2,9,0,0,22.22,out,T20I # 2722,14.0,84.85,42.86,7.0,9,5,28
Afghanistan Vs Bangladesh,Bangladesh,11,Mustafizur Rahman,0,1,0,0,0.0,out,T20I # 2722,1.5,60.0,0.0,2.0,11,2,3
India Vs Australia,India,1,Rohit Sharma,92,41,7,8,224.39,out,T20I # 2721,36.71,156.71,72.37,20.0,1,8,257
India Vs Australia,India,2,Virat Kohli,0,5,0,0,0.0,out,T20I # 2721,18.88,112.69,49.01,17.0,2,8,151
India Vs Australia,India,3,Rishabh Pant,15,14,1,1,107.14,out,T20I # 2721,24.43,127.61,65.5,17.0,3,8,171
India Vs Australia,India,4,Suryakumar Yadav,31,16,3,2,193.75,out,T20I # 2721,28.43,135.37,60.3,18.0,4,8,199
India Vs Australia,India,5,Shivam Dube,28,22,2,1,127.27,out,T20I # 2721,22.17,114.66,49.62,14.0,5,8,133
India Vs Australia,India,6,Hardik Pandya,27,17,1,2,158.82,not out,T20I # 2721,48.0,151.58,68.06,16.0,6,6,144
India Vs Australia,India,7,Ravindra Jadeja,9,5,0,1,180.0,not out,T20I # 2721,11.67,159.09,51.43,4.0,8,5,35
India Vs Australia,Australia,1,David Warner,6,6,1,0,100.0,out,T20I # 2721,29.67,139.06,68.54,18.0,1,7,178
India Vs Australia,Australia,2,Travis Head,76,43,9,4,176.74,out,T20I # 2721,42.5,158.39,76.08,23.0,2,7,255
India Vs Australia,Australia,3,Mitchell Marsh,37,28,3,2,132.14,out,T20I # 2721,20.83,116.82,65.6,15.0,3,7,125
India Vs Australia,Australia,4,Glenn Maxwell,20,12,2,1,166.66,out,T20I # 2721,26.4,141.94,68.18,16.0,4,6,132
India Vs Australia,Australia,5,Marcus Stoinis,2,4,0,0,50.0,out,T20I # 2721,42.25,164.08,68.64,21.0,5,5,169
India Vs Australia,Australia,6,Tim David,15,11,1,1,136.36,out,T20I # 2721,15.25,148.78,62.3,8.0,6,5,61
India Vs Australia,Australia,7,Matthew Wade,1,2,0,0,50.0,out,T20I # 2721,13.5,112.5,44.44,6.0,7,4,27
India Vs Australia,Australia,8,Pat Cummins,11,7,0,1,157.14,not out,T20I # 2721,7.0,82.35,42.86,6.0,8,3,14
India Vs Australia,Australia,9,Mitchell Starc,4,7,0,0,57.14,not out,T20I # 2721,4.0,57.14,0.0,4.0,9,2,4
West Indies Vs South Africa,West Indies,1,Kyle Mayers,35,34,3,2,102.94,out,T20I # 2720,35.0,102.94,68.57,34.0,1,1,35
West Indies Vs South Africa,West Indies,2,Shai Hope,0,1,0,0,0.0,out,T20I # 2720,53.5,187.72,71.03,19.0,1,3,107
West Indies Vs South Africa,West Indies,3,Nicholas Pooran,1,3,0,0,33.33,out,T20I # 2720,38.0,146.15,71.05,22.0,3,7,228
West Indies Vs South Africa,West Indies,4,Roston Chase,52,42,3,2,123.8,out,T20I # 2720,47.0,130.56,55.32,24.0,4,3,94
West Indies Vs South Africa,West Indies,5,Rovman Powell,1,2,0,0,50.0,out,T20I # 2720,17.0,143.66,62.75,12.0,5,6,102
West Indies Vs South Africa,West Indies,6,Sherfane Rutherford,0,4,0,0,0.0,out,T20I # 2720,40.33,147.56,61.16,14.0,6,6,121
West Indies Vs South Africa,West Indies,7,Andre Russell,15,9,0,2,166.66,out,T20I # 2720,26.0,165.96,71.79,8.0,6,6,78
West Indies Vs South Africa,West Indies,8,Akeal Hosein,6,11,1,0,54.54,out,T20I # 2720,10.5,75.0,47.62,14.0,8,2,21
West Indies Vs South Africa,West Indies,9,Alzarri Joseph,11,7,0,1,157.14,not out,T20I # 2720,17.0,130.77,58.82,6.0,9,2,17
West Indies Vs South Africa,West Indies,10,Gudakesh Motie,4,7,1,0,57.14,not out,T20I # 2720,4.0,50.0,100.0,4.0,10,2,4
West Indies Vs South Africa,South Africa,1,Quinton de Kock,12,7,3,0,171.42,out,T20I # 2720,27.0,140.46,66.67,19.0,1,9,243
West Indies Vs South Africa,South Africa,2,Reeza Hendricks,0,1,0,0,0.0,out,T20I # 2720,14.12,87.6,54.87,14.0,2,9,113
West Indies Vs South Africa,South Africa,3,Aiden Markram,18,15,2,0,120.0,out,T20I # 2720,15.38,100.82,55.28,14.0,3,9,123
West Indies Vs South Africa,South Africa,4,Tristan Stubbs,29,27,4,0,107.4,out,T20I # 2720,33.0,101.23,42.42,20.0,4,8,165
West Indies Vs South Africa,South Africa,5,Heinrich Klaasen,22,10,3,1,220.0,out,T20I # 2720,31.67,126.67,60.0,19.0,5,8,190
West Indies Vs South Africa,South Africa,6,David Miller,4,14,0,0,28.57,out,T20I # 2720,28.17,102.42,52.07,21.0,6,8,169
West Indies Vs South Africa,South Africa,7,Marco Jansen,21,14,1,1,150.0,not out,T20I # 2720,8.0,96.97,31.25,6.0,7,6,32
West Indies Vs South Africa,South Africa,8,Keshav Maharaj,2,6,0,0,33.33,out,T20I # 2720,13.0,54.17,30.77,5.0,8,5,13
West Indies Vs South Africa,South Africa,9,Kagiso Rabada,5,3,1,0,166.66,not out,T20I # 2720,4.5,128.57,88.89,2.0,9,3,9
United States of America Vs England,United States of America,1,Steven Taylor,12,13,2,0,92.3,out,T20I # 2719,12.33,90.24,62.16,14.0,1,6,74
United States of America Vs England,United States of America,2,Andries Gous,8,5,0,1,160.0,out,T20I # 2719,43.8,151.03,66.67,24.0,2,6,219
United States of America Vs England,United States of America,3,Nitish Kumar,30,24,1,2,125.0,out,T20I # 2719,24.75,115.12,48.48,17.0,3,5,99
United States of America Vs England,United States of America,4,Aaron Jones,10,16,2,0,62.5,out,T20I # 2719,40.5,135.0,71.6,20.0,4,6,162
United States of America Vs England,United States of America,5,Corey Anderson,29,28,0,1,103.57,out,T20I # 2719,16.5,91.67,33.33,14.0,5,5,66
United States of America Vs England,United States of America,6,Milind Kumar,4,6,0,0,66.66,out,T20I # 2719,11.5,85.19,17.39,14.0,6,2,23
United States of America Vs England,United States of America,7,Harmeet Singh,21,17,2,1,123.52,out,T20I # 2719,17.25,138.0,66.67,12.0,7,4,69
United States of America Vs England,United States of America,8,Shadley van Schalkwyk,0,0,0,0,,not out,T20I # 2719,29.0,107.41,55.17,9.0,8,3,29
United States of America Vs England,United States of America,9,Ali Khan,0,2,0,0,0.0,out,T20I # 2719,14.0,175.0,71.43,4.0,9,2,14
United States of America Vs England,United States of America,10,Nosthush Kenjige,0,1,0,0,0.0,out,T20I # 2719,0.5,25.0,0.0,2.0,9,2,1
United States of America Vs England,United States of America,11,Saurabh Netravalkar,0,1,0,0,0.0,out,T20I # 2719,0.0,0.0,0.0,2.0,11,2,0
United States of America Vs England,England,1,Phil Salt,25,21,2,0,119.04,not out,T20I # 2719,37.6,159.32,65.96,17.0,1,7,188
United States of America Vs England,England,2,Jos Buttler,83,38,6,7,218.42,not out,T20I # 2719,42.8,158.52,69.16,19.0,2,7,214
Afghanistan Vs Australia,Afghanistan,1,Rahmanullah Gurbaz,60,49,4,4,122.44,out,T20I # 2717,35.12,124.34,59.79,28.0,1,8,281
Afghanistan Vs Australia,Afghanistan,2,Ibrahim Zadran,51,48,6,0,106.25,out,T20I # 2717,28.88,107.44,53.68,27.0,2,8,231
Afghanistan Vs Australia,Afghanistan,3,Azmatullah Omarzai,2,3,0,0,66.66,out,T20I # 2717,13.88,108.82,46.85,13.0,4,8,111
Afghanistan Vs Australia,Afghanistan,4,Karim Janat,13,9,0,1,144.44,out,T20I # 2717,14.33,113.16,46.51,8.0,6,5,43
Afghanistan Vs Australia,Afghanistan,5,Rashid Khan,2,5,0,0,40.0,out,T20I # 2717,11.4,123.91,77.19,7.0,8,7,57
Afghanistan Vs Australia,Afghanistan,6,Mohammad Nabi,10,4,2,0,250.0,not out,T20I # 2717,11.2,80.0,32.14,9.0,5,8,56
Afghanistan Vs Australia,Afghanistan,7,Gulbadin Naib,0,1,0,0,0.0,out,T20I # 2717,12.86,104.65,60.0,11.0,3,8,90
Afghanistan Vs Australia,Afghanistan,8,Nangeyalia Kharote,1,1,0,0,100.0,not out,T20I # 2717,3.0,37.5,0.0,4.0,8,2,3
Afghanistan Vs Australia,Australia,1,Travis Head,0,3,0,0,0.0,out,T20I # 2717,42.5,158.39,76.08,23.0,2,7,255
Afghanistan Vs Australia,Australia,2,David Warner,3,8,0,0,37.5,out,T20I # 2717,29.67,139.06,68.54,18.0,1,7,178
Afghanistan Vs Australia,Australia,3,Mitchell Marsh,12,9,2,0,133.33,out,T20I # 2717,20.83,116.82,65.6,15.0,3,7,125
Afghanistan Vs Australia,Australia,4,Glenn Maxwell,59,41,6,3,143.9,out,T20I # 2717,26.4,141.94,68.18,16.0,4,6,132
Afghanistan Vs Australia,Australia,5,Marcus Stoinis,11,17,1,0,64.7,out,T20I # 2717,42.25,164.08,68.64,21.0,5,5,169
Afghanistan Vs Australia,Australia,6,Tim David,2,4,0,0,50.0,out,T20I # 2717,15.25,148.78,62.3,8.0,6,5,61
Afghanistan Vs Australia,Australia,7,Matthew Wade,5,7,0,0,71.42,out,T20I # 2717,13.5,112.5,44.44,6.0,7,4,27
Afghanistan Vs Australia,Australia,8,Pat Cummins,3,9,0,0,33.33,out,T20I # 2717,7.0,82.35,42.86,6.0,8,3,14
Afghanistan Vs Australia,Australia,9,Ashton Agar,2,5,0,0,40.0,out,T20I # 2717,2.0,40.0,0.0,5.0,9,1,2
Afghanistan Vs Australia,Australia,10,Adam Zampa,9,7,1,0,128.57,out,T20I # 2717,9.0,128.57,44.44,7.0,10,1,9
Afghanistan Vs Australia,Australia,11,Josh Hazlewood,5,7,0,0,71.42,not out,T20I # 2717,5.0,71.43,0.0,7.0,11,1,5
India Vs Bangladesh,India,1,Rohit Sharma,23,11,3,1,209.09,out,T20I # 2716,36.71,156.71,72.37,20.0,1,8,257
India Vs Bangladesh,India,2,Virat Kohli,37,28,1,3,132.14,out,T20I # 2716,18.88,112.69,49.01,17.0,2,8,151
India Vs Bangladesh,India,3,Rishabh Pant,36,24,4,2,150.0,out,T20I # 2716,24.43,127.61,65.5,17.0,3,8,171
India Vs Bangladesh,India,4,Suryakumar Yadav,6,2,0,1,300.0,out,T20I # 2716,28.43,135.37,60.3,18.0,4,8,199
India Vs Bangladesh,India,5,Shivam Dube,34,24,0,3,141.66,out,T20I # 2716,22.17,114.66,49.62,14.0,5,8,133
India Vs Bangladesh,India,6,Hardik Pandya,50,27,4,3,185.18,not out,T20I # 2716,48.0,151.58,68.06,16.0,6,6,144
India Vs Bangladesh,India,7,Axar Patel,3,5,0,0,60.0,not out,T20I # 2716,23.0,139.39,60.87,13.0,8,5,92
India Vs Bangladesh,Bangladesh,1,Litton Das,13,10,1,1,130.0,out,T20I # 2716,23.17,93.29,47.48,21.0,3,7,139
India Vs Bangladesh,Bangladesh,2,Tanzid Hasan,29,31,4,0,93.54,out,T20I # 2716,10.86,96.2,65.79,11.0,1,7,76
India Vs Bangladesh,Bangladesh,3,Najmul Hossain Shanto,40,32,1,3,125.0,out,T20I # 2716,16.0,95.73,51.79,17.0,3,7,112
India Vs Bangladesh,Bangladesh,4,Towhid Hridoy,4,6,0,0,66.66,out,T20I # 2716,21.86,128.57,54.9,17.0,5,7,153
India Vs Bangladesh,Bangladesh,5,Shakib Al Hasan,11,7,1,1,157.14,out,T20I # 2716,18.5,106.73,48.65,15.0,4,7,111
India Vs Bangladesh,Bangladesh,6,Mahmudullah,13,15,1,0,86.66,out,T20I # 2716,15.83,94.06,52.63,14.0,6,7,95
India Vs Bangladesh,Bangladesh,7,Jaker Ali,1,4,0,0,25.0,out,T20I # 2716,11.67,76.09,34.29,12.0,7,4,35
India Vs Bangladesh,Bangladesh,8,Rishad Hossain,24,10,1,3,240.0,out,T20I # 2716,8.0,153.85,80.0,4.0,8,6,40
India Vs Bangladesh,Bangladesh,9,Mahedi Hasan,5,4,1,0,125.0,not out,T20I # 2716,5.0,100.0,80.0,2.0,8,2,5
India Vs Bangladesh,Bangladesh,10,Tanzim Hasan Sakib,1,1,0,0,100.0,not out,T20I # 2716,6.0,52.17,0.0,5.0,10,5,12
United States of America Vs West Indies,United States of America,1,Steven Taylor,2,7,0,0,28.57,out,T20I # 2713,12.33,90.24,62.16,14.0,1,6,74
United States of America Vs West Indies,United States of America,2,Andries Gous,29,16,3,1,181.25,out,T20I # 2713,43.8,151.03,66.67,24.0,2,6,219
United States of America Vs West Indies,United States of America,3,Nitish Kumar,20,19,2,0,105.26,out,T20I # 2713,24.75,115.12,48.48,17.0,3,5,99
United States of America Vs West Indies,United States of America,4,Aaron Jones,11,11,0,1,100.0,out,T20I # 2713,40.5,135.0,71.6,20.0,4,6,162
United States of America Vs West Indies,United States of America,5,Corey Anderson,7,15,0,0,46.66,out,T20I # 2713,16.5,91.67,33.33,14.0,5,5,66
United States of America Vs West Indies,United States of America,6,Milind Kumar,19,21,1,0,90.47,out,T20I # 2713,11.5,85.19,17.39,14.0,6,2,23
United States of America Vs West Indies,United States of America,7,Harmeet Singh,0,1,0,0,0.0,out,T20I # 2713,17.25,138.0,66.67,12.0,7,4,69
United States of America Vs West Indies,United States of America,8,Shadley van Schalkwyk,18,17,3,0,105.88,out,T20I # 2713,29.0,107.41,55.17,9.0,8,3,29
United States of America Vs West Indies,United States of America,9,Nosthush Kenjige,1,3,0,0,33.33,out,T20I # 2713,0.5,25.0,0.0,2.0,9,2,1
United States of America Vs West Indies,United States of America,10,Ali Khan,14,6,1,1,233.33,not out,T20I # 2713,14.0,175.0,71.43,4.0,9,2,14
United States of America Vs West Indies,United States of America,11,Saurabh Netravalkar,0,4,0,0,0.0,out,T20I # 2713,0.0,0.0,0.0,2.0,11,2,0
United States of America Vs West Indies,West Indies,1,Shai Hope,82,39,4,8,210.25,not out,T20I # 2713,53.5,187.72,71.03,19.0,1,3,107
United States of America Vs West Indies,West Indies,2,Johnson Charles,15,14,2,0,107.14,out,T20I # 2713,23.33,113.82,64.29,20.0,2,6,140
United States of America Vs West Indies,West Indies,3,Nicholas Pooran,27,12,1,3,225.0,not out,T20I # 2713,38.0,146.15,71.05,22.0,3,7,228
South Africa Vs England,South Africa,1,Reeza Hendricks,19,25,1,0,76.0,out,T20I # 2712,14.12,87.6,54.87,14.0,2,9,113
South Africa Vs England,South Africa,2,Quinton de Kock,65,38,4,4,171.05,out,T20I # 2712,27.0,140.46,66.67,19.0,1,9,243
South Africa Vs England,South Africa,3,Heinrich Klaasen,8,13,1,0,61.53,out,T20I # 2712,31.67,126.67,60.0,19.0,5,8,190
South Africa Vs England,South Africa,4,David Miller,43,28,4,2,153.57,out,T20I # 2712,28.17,102.42,52.07,21.0,6,8,169
South Africa Vs England,South Africa,5,Aiden Markram,1,2,0,0,50.0,out,T20I # 2712,15.38,100.82,55.28,14.0,3,9,123
South Africa Vs England,South Africa,6,Tristan Stubbs,12,11,1,0,109.09,not out,T20I # 2712,33.0,101.23,42.42,20.0,4,8,165
South Africa Vs England,South Africa,7,Marco Jansen,0,1,0,0,0.0,out,T20I # 2712,8.0,96.97,31.25,6.0,7,6,32
South Africa Vs England,South Africa,8,Keshav Maharaj,5,2,1,0,250.0,not out,T20I # 2712,13.0,54.17,30.77,5.0,8,5,13
South Africa Vs England,England,1,Phil Salt,11,8,1,1,137.5,out,T20I # 2712,37.6,159.32,65.96,17.0,1,7,188
South Africa Vs England,England,2,Jos Buttler,17,20,1,0,85.0,out,T20I # 2712,42.8,158.52,69.16,19.0,2,7,214
South Africa Vs England,England,3,Jonny Bairstow,16,20,1,0,80.0,out,T20I # 2712,27.5,134.15,61.82,14.0,4,6,110
South Africa Vs England,England,4,Moeen Ali,9,10,0,0,90.0,out,T20I # 2712,14.2,139.22,53.52,10.0,3,5,71
South Africa Vs England,England,5,Harry Brook,53,37,7,0,143.24,out,T20I # 2712,72.5,157.61,52.41,23.0,5,4,145
South Africa Vs England,England,6,Liam Livingstone,33,17,3,2,194.11,out,T20I # 2712,18.0,146.94,58.33,12.0,6,4,72
South Africa Vs England,England,7,Sam Curran,10,7,1,0,142.85,not out,T20I # 2712,12.0,109.09,33.33,6.0,7,2,12
South Africa Vs England,England,8,Jofra Archer,1,2,0,0,50.0,not out,T20I # 2712,22.0,129.41,72.73,8.0,8,2,22
Bangladesh Vs Australia,Bangladesh,1,Tanzid Hasan,0,3,0,0,0.0,out,T20I # 2711,10.86,96.2,65.79,11.0,1,7,76
Bangladesh Vs Australia,Bangladesh,2,Litton Das,16,25,2,0,64.0,out,T20I # 2711,23.17,93.29,47.48,21.0,3,7,139
Bangladesh Vs Australia,Bangladesh,3,Najmul Hossain Shanto,41,36,5,1,113.88,out,T20I # 2711,16.0,95.73,51.79,17.0,3,7,112
Bangladesh Vs Australia,Bangladesh,4,Rishad Hossain,2,4,0,0,50.0,out,T20I # 2711,8.0,153.85,80.0,4.0,8,6,40
Bangladesh Vs Australia,Bangladesh,5,Towhid Hridoy,40,28,2,2,142.85,out,T20I # 2711,21.86,128.57,54.9,17.0,5,7,153
Bangladesh Vs Australia,Bangladesh,6,Shakib Al Hasan,8,10,0,0,80.0,out,T20I # 2711,18.5,106.73,48.65,15.0,4,7,111
Bangladesh Vs Australia,Bangladesh,7,Mahmudullah,2,3,0,0,66.66,out,T20I # 2711,15.83,94.06,52.63,14.0,6,7,95
Bangladesh Vs Australia,Bangladesh,8,Mahedi Hasan,0,1,0,0,0.0,out,T20I # 2711,5.0,100.0,80.0,2.0,8,2,5
Bangladesh Vs Australia,Bangladesh,9,Taskin Ahmed,13,7,1,0,185.71,not out,T20I # 2711,14.0,84.85,42.86,7.0,9,5,28
Bangladesh Vs Australia,Bangladesh,10,Tanzim Hasan Sakib,4,3,0,0,133.33,not out,T20I # 2711,6.0,52.17,0.0,5.0,10,5,12
Bangladesh Vs Australia,Australia,1,David Warner,53,35,5,3,151.42,not out,T20I # 2711,29.67,139.06,68.54,18.0,1,7,178
Bangladesh Vs Australia,Australia,2,Travis Head,31,21,3,2,147.61,out,T20I # 2711,42.5,158.39,76.08,23.0,2,7,255
